Rank,PlayerID,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
14,18032,Tyler Higbee,LAR,TE,15,85,61,71.8,560,5,37,6.6,9.2,0,0,0,0,1,0,5.7,86
15,8534,Jared Cook,LAC,TE,16,83,48,57.8,564,4,42,6.8,11.8,0,0,0,0,0,0,5.3,84.4
16,20805,T.J. Hockenson,DET,TE,12,83,61,73.5,583,4,33,7,9.6,0,0,0,0,0,0,7,84.3
17,16917,C.J. Uzomah,CIN,TE,16,63,49,77.8,493,5,55,7.8,10.1,0,0,0,0,0,0,5,79.3
18,16964,Darren Waller,LV,TE,11,93,55,59.1,665,2,33,7.2,12.1,0,0,0,0,0,0,7.1,78.5
19,19988,Tyler Conklin,MIN,TE,17,87,61,70.1,593,3,40,6.8,9.7,0,0,0,0,1,0,4.5,77.3
20,18876,David Njoku,CLE,TE,16,53,36,67.9,475,4,71,9,13.2,1,1,1,0,0,0,4.5,71.6
21,18935,Gerald Everett,SEA,TE,15,63,48,76.2,478,4,41,7.6,10,3,20,6.7,0,2,2,4.7,69.8
22,21772,Cole Kmet,CHI,TE,17,93,60,64.5,612,0,25,6.6,10.2,1,0,0,0,0,0,3.6,61.2
23,18912,Evan Engram,NYG,TE,15,73,46,63,408,3,30,5.6,8.9,1,-3,-3,0,1,1,3.8,56.5
24,18900,Mo Alie-Cox,IND,TE,17,45,24,53.3,316,4,37,7,13.2,0,0,0,0,1,0,3.3,55.6
25,20884,Foster Moreau,LV,TE,17,44,30,68.2,373,3,44,8.5,12.4,0,0,0,0,1,0,3.3,55.3
26,17963,Austin Hooper,CLE,TE,16,61,38,62.3,345,3,34,5.7,9.1,0,0,0,0,0,0,3.4,54.5
27,15602,Jack Doyle,IND,TE,17,43,29,67.4,302,3,34,7,10.4,0,0,0,0,0,0,3,50.2
28,16593,Cameron Brate,TB,TE,17,57,30,52.6,245,4,18,4.3,8.2,0,0,0,0,0,0,2.9,48.5
29,19296,Anthony Firkser,TEN,TE,15,43,34,79.1,291,2,24,6.8,8.6,0,0,0,1,2,1,3,45.1
30,21794,Albert Okwuegbunam,DEN,TE,14,40,33,82.5,330,2,64,8.2,10,0,0,0,0,1,1,3.1,43
31,21783,Harrison Bryant,CLE,TE,16,28,21,75,233,3,41,8.3,11.1,0,0,0,0,0,0,2.6,41.3
32,19659,Dan Arnold,JAX,TE,11,52,35,67.3,408,0,28,7.8,11.7,0,0,0,0,1,1,3.7,40.8
33,21738,Juwan Johnson,NO,TE,14,22,13,59.1,159,4,27,7.2,12.2,0,0,0,0,0,0,2.8,39.9
34,18990,Jonnu Smith,NE,TE,16,45,28,62.2,294,1,28,6.5,10.5,9,40,4.4,0,1,0,2.5,39.4
35,19410,Ricky Seals-Jones,WAS,TE,13,49,30,61.2,271,2,39,5.5,9,0,0,0,0,0,0,3,39.1
36,20905,Donald Parham Jr.,LAC,TE,14,27,20,74.1,190,3,22,7,9.5,0,0,0,0,0,0,2.8,39
36,17005,Geoff Swaim,TEN,TE,16,40,31,77.5,210,3,26,5.2,6.8,0,0,0,0,0,0,2.4,39
38,19843,Hayden Hurst,ATL,TE,13,31,26,83.9,221,3,33,7.1,8.5,0,0,0,0,3,1,2.9,38.1
38,14985,Ryan Griffin,NYJ,TE,14,42,27,64.3,261,2,29,6.2,9.7,0,0,0,0,1,0,2.7,38.1
40,11488,Jimmy Graham,CHI,TE,15,23,14,60.9,167,3,28,7.3,11.9,0,0,0,0,0,0,2.4,36.7
41,21798,Josiah Deguara,GB,TE,16,33,25,75.8,245,2,62,7.4,9.8,0,0,0,0,0,0,2.3,36.5
42,21786,Adam Trautman,NO,TE,13,43,27,62.8,263,2,32,6.1,9.7,0,0,0,0,1,1,2.8,36.3
43,19943,Durham Smythe,MIA,TE,17,41,34,82.9,357,0,25,8.7,10.5,2,3,1.5,0,0,0,2.1,36
44,22506,Brevin Jordan,HOU,TE,9,28,20,71.4,178,3,27,6.4,8.9,0,0,0,0,0,0,4,35.8
45,16656,Logan Thomas,WAS,TE,6,25,18,72,196,3,35,7.8,10.9,0,0,0,0,1,1,5.9,35.6
46,16903,MyCole Pruitt,TEN,TE,16,18,14,77.8,145,3,22,8.1,10.4,0,0,0,0,0,0,2.2,34.5
47,13275,Kyle Rudolph,NYG,TE,16,39,26,66.7,257,1,60,6.6,9.9,0,0,0,0,0,0,2.1,33.7
48,22662,Tommy Tremble,CAR,TE,16,35,20,57.1,180,1,30,5.1,9,3,11,3.7,1,0,0,2.1,33.1
49,19491,Robert Tonyan,GB,TE,8,29,18,62.1,204,2,33,7,11.3,0,0,0,0,0,0,4,32.4
50,22657,John Bates,WAS,TE,17,25,20,80,249,1,32,10,12.4,0,0,0,0,1,0,1.8,30.9
51,19950,Will Dissly,SEA,TE,15,26,21,80.8,231,1,39,8.9,11,0,0,0,0,1,0,1.9,29.1
52,16933,James O'Shaughnessy,JAX,TE,7,34,24,70.6,244,0,30,7.2,10.2,0,0,0,0,0,0,3.8,26.4
53,16816,Maxx Williams,ARI,TE,5,17,16,94.1,193,1,34,11.4,12.1,0,0,0,0,0,0,5.1,25.3
54,23010,Brock Wright,DET,TE,10,17,12,70.6,117,2,36,6.9,9.8,0,0,0,0,0,0,2.4,23.7
55,16846,Tyler Kroft,NYJ,TE,9,25,16,64,173,1,26,6.9,10.8,0,0,0,0,0,0,2.6,23.3
56,18262,Stephen Anderson,LAC,TE,17,19,16,84.2,165,1,34,8.7,10.3,0,0,0,0,0,0,1.3,22.5
57,19457,Blake Jarwin,DAL,TE,8,18,11,61.1,96,2,20,5.3,8.7,0,0,0,0,0,0,2.7,21.6
58,3061,Marcedes Lewis,GB,TE,17,28,23,82.1,214,0,23,7.6,9.3,0,0,0,0,1,0,1.3,21.4
59,16451,Eric Ebron,PIT,TE,8,18,12,66.7,84,1,19,4.7,7,1,1,1,1,0,0,2.6,20.5
60,18901,O.J. Howard,TB,TE,17,21,14,66.7,135,1,21,6.4,9.6,0,0,0,0,0,0,1.1,19.5
61,18019,Nick Vannett,NO,TE,7,15,9,60,133,1,30,8.9,14.8,0,0,0,0,0,0,2.8,19.3
62,19910,Ian Thomas,CAR,TE,17,30,18,60,188,0,41,6.3,10.4,0,0,0,0,0,0,1.1,18.8
63,19903,Jordan Akins,HOU,TE,13,33,24,72.7,214,0,31,6.5,8.9,1,3,3,0,2,2,1.4,17.7
64,20770,Zach Gentry,PIT,TE,17,25,19,76,167,0,25,6.7,8.8,0,0,0,0,0,0,1,16.7
65,19304,Pharaoh Brown,HOU,TE,15,34,23,67.6,171,0,29,5,7.4,0,0,0,0,1,1,1,15.1
66,20812,Jesper Horsted,CHI,TE,7,3,2,66.7,21,2,19,7,10.5,0,0,0,0,0,0,2,14.1
67,17762,Chris Manhertz,JAX,TE,17,9,6,66.7,71,1,22,7.9,11.8,0,0,0,0,0,0,0.8,13.1
68,12777,Lee Smith,ATL,TE,16,11,9,81.8,65,1,22,5.9,7.2,0,0,0,0,0,0,0.8,12.5
69,16920,Jesse James,CHI,TE,14,8,7,87.5,62,1,19,7.8,8.9,0,0,0,0,0,0,0.9,12.2
70,19281,Jacob Hollister,JAX,TE,7,14,9,64.3,55,1,11,3.9,6.1,0,0,0,0,0,0,1.6,11.5
71,20361,Ross Dwelley,SF,TE,17,5,4,80,51,1,21,10.2,12.8,0,0,0,0,0,0,0.7,11.1
72,18931,Adam Shaheen,MIA,TE,12,16,12,75,110,0,21,6.9,9.2,0,0,0,0,0,0,0.9,11
73,19335,Antony Auclair,HOU,TE,16,5,5,100,47,1,15,9.4,9.4,0,0,0,0,0,0,0.7,10.7
73,19035,Eric Saubert,DEN,TE,17,12,8,66.7,47,1,11,3.9,5.9,0,0,0,0,0,0,0.6,10.7
75,22823,Kylen Granson,IND,TE,17,15,11,73.3,106,0,27,7.1,9.6,0,0,0,0,0,0,0.6,10.6
76,20957,Tommy Sweeney,BUF,TE,13,12,9,75,44,1,13,3.7,4.9,0,0,0,0,1,0,0.8,10.4
77,19947,Chris Herndon,MIN,TE,16,7,4,57.1,40,1,17,5.7,10,0,0,0,0,0,0,0.6,10
78,16878,Blake Bell,KC,TE,16,13,9,69.2,87,0,24,6.7,9.7,4,10,2.5,0,0,0,0.6,9.7
79,21785,Noah Gray,KC,TE,16,10,7,70,36,1,8,3.6,5.1,0,0,0,0,0,0,0.6,9.6
80,21781,Sean McKeon,DAL,TE,9,6,4,66.7,27,1,12,4.5,6.8,0,0,0,0,0,0,1,8.7
81,20823,Tyree Jackson,PHI,TE,9,7,3,42.9,22,1,13,3.1,7.3,0,0,0,0,0,0,0.9,8.2
82,20931,Drew Sample,CIN,TE,17,15,11,73.3,81,0,19,5.4,7.4,0,0,0,0,0,0,0.5,8.1
83,21531,Chris Myarick,NYG,TE,8,6,3,50,17,1,10,2.8,5.7,0,0,0,0,0,0,1,7.7
84,20899,Josh Oliver,BAL,TE,14,15,9,60,66,0,19,4.4,7.3,0,0,0,0,1,0,0.5,6.6
85,21795,Luke Farrell,JAX,TE,15,11,7,63.6,56,0,21,5.1,8,0,0,0,0,1,0,0.4,5.6
86,22119,Charlie Woerner,SF,TE,17,6,5,83.3,52,0,27,8.7,10.4,0,0,0,0,0,0,0.3,5.2
87,22512,Tre' McKitty,LAC,TE,11,8,6,75,45,0,12,5.6,7.5,0,0,0,0,0,0,0.4,4.5
88,23101,Parker Hesse,ATL,TE,8,6,5,83.3,43,0,17,7.2,8.6,0,0,0,0,0,0,0.5,4.3
88,15247,Darren Fells,TB,TE,9,5,4,80,43,0,24,8.6,10.8,0,0,0,0,0,0,0.5,4.3
90,18716,Garrett Griffin,NO,TE,13,4,4,100,39,0,14,9.8,9.8,0,0,0,0,1,0,0.3,3.9
91,21032,Kendall Blanton,LAR,TE,11,7,4,57.1,37,0,23,5.3,9.2,0,0,0,0,1,0,0.3,3.7
92,20742,J.J. Arcega-Whiteside,PHI,TE,16,5,2,40,36,0,23,7.2,18,0,0,0,0,0,0,0.2,3.6
92,22514,Kenny Yeboah,NYJ,TE,9,3,2,66.7,36,0,24,12,18,0,0,0,0,0,0,0.4,3.6
94,20977,Trevon Wesco,NYJ,TE,12,5,3,60,35,0,19,7,11.7,0,0,0,0,0,0,0.3,3.5
94,22138,Tyler Davis,GB,TE,13,5,4,80,35,0,22,7,8.8,0,0,0,0,0,0,0.3,3.5
96,22477,Dominique Dafney,GB,TE,10,4,2,50,34,0,26,8.5,17,0,0,0,0,0,0,0.3,3.4
96,23084,Shane Zylstra,DET,TE,4,7,3,42.9,34,0,16,4.9,11.3,0,0,0,0,0,0,0.8,3.4
98,20946,Kaden Smith,NYG,TE,9,3,3,100,33,0,21,11,11,0,0,0,0,0,0,0.4,3.3
98,21807,Colby Parkinson,SEA,TE,14,8,5,62.5,33,0,12,4.1,6.6,0,0,0,0,0,0,0.2,3.3
100,19067,Jeremy Sprinkle,DAL,TE,17,3,3,100,31,0,11,10.3,10.3,0,0,0,0,0,0,0.2,3.1
100,22418,Tommy Hudson,TEN,TE,5,6,3,50,31,0,14,5.2,10.3,0,0,0,0,0,0,0.6,3.1
102,17219,Daniel Brown,NYJ,TE,12,2,2,100,29,0,24,14.5,14.5,0,0,0,0,0,0,0.2,2.9
103,22661,Jack Stoll,PHI,TE,16,5,4,80,22,0,9,4.4,5.5,0,0,0,0,0,0,0.1,2.2
104,21800,Mitchell Wilcox,CIN,TE,15,5,3,60,16,0,8,3.2,5.3,0,0,0,0,0,0,0.1,1.6
104,19219,Cethan Carter,MIA,TE,16,2,2,100,16,0,8,8,8,0,0,0,0,0,0,0.1,1.6
106,15640,Derek Carrier,LV,TE,5,2,2,100,13,0,9,6.5,6.5,0,0,0,0,0,0,0.3,1.3
107,13370,Luke Stocker,MIN,TE,12,2,2,100,12,0,7,6,6,0,0,0,0,0,0,0.1,1.2
108,16491,Richard Rodgers,PHI,TE,3,2,2,100,11,0,9,5.5,5.5,0,0,0,0,0,0,0.4,1.1
109,15305,Demetrius Harris,ARI,TE,14,6,3,50,10,0,7,1.7,3.3,0,0,0,0,0,0,0.1,1
110,19165,Johnny Mundt,LAR,TE,6,1,1,100,9,0,9,9,9,0,0,0,0,0,0,0.2,0.9
110,21678,Brycen Hopkins,LAR,TE,5,1,1,100,9,0,9,9,9,0,0,0,0,0,0,0.2,0.9
112,22509,Hunter Long,MIA,TE,7,3,1,33.3,8,0,8,2.7,8,0,0,0,0,0,0,0.1,0.8
112,20134,Kevin Rader,PIT,TE,6,3,2,66.7,8,0,7,2.7,4,0,0,0,0,0,0,0.1,0.8
112,20193,Ethan Wolf,NO,TE,2,2,2,100,8,0,4,4,4,0,0,0,0,0,0,0.4,0.8
115,17223,Eric Tomlinson,BAL,TE,17,2,1,50,7,0,7,3.5,7,0,0,0,0,0,0,0,0.7
116,16931,Nick Boyle,BAL,TE,5,2,1,50,2,0,2,1,2,0,0,0,0,0,0,0,0.2
117,22407,Tyler Mabry,SEA,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22915,Sammis Reyes,WAS,TE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,19542,Colin Thompson,CAR,TE,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,19176,Darrell Daniels,ARI,TE,15,4,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21161,Brandon Dillon,MIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22284,Ben Ellefson,MIN,TE,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21771,Devin Asiasi,NE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21227,Andrew Beck,DEN,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,18498,J.P. Holtz,CHI,TE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21719,Nick Bowers,LV,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,20264,Jordan Franks,CLE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,20332,Deon Yelder,TB,TE,3,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0
117,20314,Codey McElroy,TB,TE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,20506,Tanner Hudson,SF,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,17750,Ross Travis,DET,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21796,Noah Togiai,PHI,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22518,Matt Bushman,LV,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,15974,Jordan Matthews,SF,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,20974,Kahale Warring,JAX,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22520,Miller Forristall,CLE,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,20199,David Wells,ARI,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,17415,Matt LaCosse,NE,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,18094,Temarrick Hemingway,WAS,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,19075,Mason Schreck,CIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22436,Rashod Berry,DET,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21208,Ian Bunting,DAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21676,Jared Pinkney,DET,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22475,Paul Quessenberry,HOU,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22513,Tony Poljan,BAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,21865,Stephen Sullivan,CAR,TE,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,20069,Ryan Izzo,TEN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22347,Nakia Griffin-Stewart,KC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,22663,Hunter Kampmoyer,LAC,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,20797,Daniel Helm,LV,TE,9,2,1,50,-1,0,0,-0.5,-1,0,0,0,0,0,0,0,-0.1
