,index,rank,playerplayerid,playershortname,playerageexact,rushingyards,yardspercarry,rushingtouchdowns,targets,receptions,receivingyards,snapshare,opportunityshare,shotguncarryrate,shotgunyardspercarry,undercentercarryrate,undercenteryardspercarry,averagedefendersinthebox,stackedfrontcarryrate,basefrontcarryrate,lightfrontcarryrate,year,position,name,team,played,rushingattempts,receivingtouchdowns,fumbles,fumbleslost,fantasypointspergame,fantasypoints
240,240,83,14269,A. Morris,33.6,238,4.32,1,4,3,19,19.06,25.54,40.0,5.09,60.0,3.81,7.18,30.9,47.27,21.81,2020,RB,Alfred Morris,NYG,9,55,1,0,0,4.2,37.7
241,241,76,20500,D. Williams,27.2,169,4.33,1,26,18,116,28.19,18.36,79.48,4.25,20.51,4.62,6.1,7.69,12.82,79.48,2020,RB,Darrel Williams,KC,13,39,0,0,0,2.8,36.5
242,242,82,19319,M. Breida,27.4,254,4.3,0,10,9,96,18.63,20.17,72.88,4.93,27.11,2.62,6.3,11.86,22.03,64.4,2020,RB,Matt Breida,MIA,12,59,0,2,1,2.8,33.0
243,243,79,18690,J. Richard,28.7,123,5.59,1,23,19,138,20.23,10.71,72.72,6.5,27.27,3.16,6.27,4.54,27.27,68.18,2020,RB,Jalen Richard,LV,13,22,0,1,0,2.5,32.1
244,244,80,19065,J. McNichols,26.5,204,4.34,1,17,12,55,23.6,12.28,27.65,6.0,72.34,3.7,6.82,29.78,34.04,36.17,2020,RB,Jeremy McNichols,TEN,16,47,0,0,0,2.0,31.9
245,245,86,20075,J. Adams,25.7,157,5.41,2,8,6,29,15.09,16.74,20.68,2.33,79.31,6.21,6.89,27.58,41.37,27.58,2020,RB,Josh Adams,NYJ,8,29,0,0,0,3.8,30.6
246,246,92,18067,J. Howard,27.7,60,1.71,4,1,1,-3,13.99,20.45,31.42,2.81,68.57,1.2,7.54,40.0,45.71,14.28,2020,RB,Jordan Howard,PHI,7,35,0,1,0,4.2,29.7
247,247,88,16524,D. Freeman,30.3,172,3.18,1,10,7,58,46.59,55.17,38.88,3.19,61.11,3.18,6.2,1.85,25.92,72.22,2020,RB,Devonta Freeman,NYG,5,54,0,0,0,5.8,29.0
248,248,87,21775,R. Smith,26.4,156,3.8,1,11,9,59,30.97,32.91,43.9,4.55,56.09,3.21,6.63,9.75,46.34,43.9,2020,RB,Rodney Smith,CAR,7,41,0,1,0,3.9,27.5
249,249,89,20964,D. Thompson,25.4,97,3.59,1,11,7,65,8.42,10.41,66.66,3.38,33.33,4.0,6.4,11.11,29.62,59.25,2020,RB,Darwin Thompson,KC,14,27,1,2,1,1.9,26.2
250,250,85,19823,R. Freeman,26.4,170,4.85,0,13,12,81,16.76,10.81,62.85,5.22,37.14,4.23,6.28,5.71,28.57,65.71,2020,RB,Royce Freeman,DEN,16,35,0,0,0,1.6,25.1
251,251,91,21765,J. Hasty,25.8,148,3.79,1,8,7,33,17.48,20.52,20.51,3.25,79.48,3.93,6.94,20.51,53.84,25.64,2020,RB,JaMycal Hasty,SF,8,39,0,1,0,3.0,24.1
252,252,90,20810,T. Homer,23.9,88,3.52,0,10,9,90,22.31,15.69,60.0,4.46,40.0,2.1,6.2,8.0,32.0,60.0,2020,RB,Travis Homer,SEA,9,25,1,0,0,2.6,23.8
253,253,81,15102,C. Thompson,31.7,20,2.85,0,23,20,146,28.4,15.15,71.42,3.8,28.57,0.5,6.57,28.57,0.0,71.42,2020,RB,Chris Thompson,JAX,8,7,1,0,0,2.8,22.6
254,254,93,16815,A. Abdullah,29.1,42,5.25,0,9,8,58,6.57,3.35,62.5,4.2,37.5,7.0,6.62,0.0,62.5,37.5,2020,RB,Ameer Abdullah,MIN,16,8,2,0,0,1.4,22.0
255,255,103,18088,A. Collins,27.9,77,4.27,2,2,1,4,25.9,30.76,50.0,4.55,50.0,4.0,6.5,5.55,38.88,55.55,2020,RB,Alex Collins,SEA,3,18,0,0,0,6.7,20.1
256,256,94,19626,D. Ogunbowale,28.2,145,4.53,0,20,10,54,20.26,14.98,31.25,4.4,68.75,4.59,6.43,6.25,37.5,56.25,2020,RB,Dare Ogunbowale,JAX,14,32,0,0,0,1.4,19.9
257,257,99,21788,K. Vaughn,25.2,109,4.19,0,10,5,34,13.55,12.08,11.53,0.33,88.46,4.69,6.96,19.23,57.69,23.07,2020,RB,Ke'Shawn Vaughn,TB,10,26,1,1,1,1.8,18.3
258,258,105,21593,D. Johnson,26.4,166,5.03,0,4,3,14,7.19,7.34,21.21,2.28,78.78,5.76,6.36,9.09,39.39,48.48,2020,RB,D'Ernest Johnson,CLE,16,33,0,1,0,1.1,18.0
259,259,98,18652,C. Ham,29.0,18,3.6,0,14,8,97,41.1,4.4,20.0,4.0,80.0,3.5,7.8,80.0,20.0,0.0,2020,RB,C.J. Ham,MIN,15,5,1,0,0,1.2,17.5
260,260,95,20819,A. Ingold,26.0,4,1.3,0,17,12,110,19.3,5.7,0.0,0,100.0,1.3,7.67,33.3,66.7,0.0,2020,RB,Alec Ingold,LV,16,3,1,0,0,1.1,17.4
261,261,102,20990,T. Williams,24.7,157,6.03,0,5,5,30,9.5,12.1,53.84,3.28,46.15,9.25,6.42,0.0,42.3,57.69,2020,RB,Trayveon Williams,CIN,10,26,0,1,1,1.7,16.7
262,262,100,21854,A. McFarland Jr.,24.3,113,3.42,0,10,6,54,11.33,14.72,72.72,4.04,27.27,1.77,6.75,12.12,51.51,36.36,2020,RB,Anthony McFarland Jr.,PIT,11,33,0,0,0,1.5,16.7
263,263,104,19548,C. Clement,27.7,75,3.57,1,6,5,25,9.19,7.8,42.85,3.0,57.14,4.0,6.85,28.57,14.28,57.14,2020,RB,Corey Clement,PHI,15,21,0,0,0,1.1,16.0
264,264,112,18957,D. Foreman,26.2,95,4.31,0,1,1,5,7.44,12.04,13.63,5.0,86.36,4.21,6.5,13.63,50.0,31.81,2020,RB,D'Onta Foreman,TEN,6,22,1,0,0,2.7,16.0
265,265,115,16797,T. Yeldon,28.8,70,7.0,0,4,1,22,20.43,20.28,70.0,9.0,30.0,2.33,4.6,0.0,0.0,100.0,2020,RB,T.J. Yeldon,BUF,3,10,1,1,0,5.1,15.2
266,266,107,22310,G. Nabers,24.7,7,3.5,0,7,5,25,14.5,3.3,0.0,0,100.0,3.5,7.5,50.0,50.0,0.0,2020,RB,Gabe Nabers,LAC,16,2,2,0,0,1.0,15.2
267,267,97,18041,T. Ervin,28.7,67,5.15,0,15,11,84,25.34,10.29,53.84,6.71,46.15,3.33,7.23,38.46,46.15,15.38,2020,RB,Tyler Ervin,GB,8,13,0,0,0,1.9,15.1
268,268,113,20103,R. Bonnafon,26.5,69,5.75,0,2,2,18,16.26,24.13,0.0,0.0,100.0,5.75,7.25,50.0,25.0,25.0,2020,RB,Reggie Bonnafon,CAR,2,12,1,0,0,7.4,14.7
269,269,116,21845,D. Evans,24.0,54,3.85,0,4,2,27,9.53,10.97,7.14,3.0,92.85,3.92,7.57,50.0,35.71,14.28,2020,RB,Darrynton Evans,TEN,5,14,1,0,0,2.8,14.1
270,270,96,11932,L. McCoy,34.0,31,3.1,0,19,15,101,14.21,9.69,50.0,2.4,50.0,3.8,6.5,20.0,20.0,60.0,2020,RB,LeSean McCoy,TB,10,10,0,0,0,1.3,13.2
271,271,119,20159,M. Boone,27.0,59,5.36,1,2,2,10,2.7,2.56,9.09,7.0,90.9,5.2,7.27,27.27,72.72,0.0,2020,RB,Mike Boone,MIN,16,11,0,0,0,0.8,12.9
272,272,106,20106,R. Nall,26.5,0,0.0,0,9,8,67,5.88,3.35,33.33,0.0,66.66,0.0,7.66,66.66,0.0,33.33,2020,RB,Ryan Nall,CHI,16,3,1,0,0,0.8,12.7
273,273,111,18061,D. Washington,29.4,91,2.93,0,10,5,30,31.07,41.41,74.19,2.95,25.8,2.87,6.8,12.9,48.38,38.7,2020,RB,DeAndre Washington,MIA,4,31,0,0,0,3.0,12.1
274,274,101,21211,P. Laird,26.9,72,5.53,0,12,10,68,12.86,5.7,100.0,5.53,0.0,0.0,5.76,0.0,0.0,100.0,2020,RB,Patrick Laird,MIA,16,13,0,1,1,0.8,12.0
275,275,108,18764,T. Pope,28.6,76,5.06,0,10,8,42,13.83,11.62,60.0,3.44,40.0,7.5,6.26,6.66,20.0,73.33,2020,RB,Troymaine Pope,LAC,6,15,0,0,0,2.0,11.8
276,276,109,19003,T. Cohen,26.9,74,5.28,0,9,6,41,35.57,30.26,35.71,9.4,64.28,3.0,6.07,0.0,21.42,78.57,2020,RB,Tarik Cohen,CHI,3,14,0,0,0,3.8,11.5
277,277,124,21837,J. Taylor,24.5,110,4.78,0,2,1,4,12.74,15.92,4.34,3.0,95.65,4.86,6.21,21.73,30.43,39.13,2020,RB,J.J. Taylor,NE,6,23,0,0,0,1.9,11.4
278,278,110,21100,J. Johnson,27.6,0,0.0,0,9,8,35,32.9,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Jakob Johnson,NE,16,0,1,1,0,0.6,9.5
279,279,118,19766,S. Barkley,25.4,34,1.78,0,9,6,60,48.81,60.86,15.78,1.66,84.21,1.81,6.21,5.26,31.57,63.15,2020,RB,Saquon Barkley,NYG,2,19,0,0,0,4.7,9.4
280,280,126,21848,A. Pierce,26.1,34,5.66,1,0,0,0,3.92,5.26,33.33,11.0,66.66,3.0,7.16,33.33,33.33,33.33,2020,RB,Artavis Pierce,CHI,5,6,0,0,0,1.9,9.4
281,281,122,16834,T. Coleman,29.2,53,1.89,0,5,4,34,12.83,13.52,25.0,3.85,75.0,1.23,7.0,39.28,21.42,39.28,2020,RB,Tevin Coleman,SF,8,28,0,0,0,1.1,8.7
282,282,121,20802,J. Hill,24.6,60,5.0,0,5,5,20,8.19,5.24,91.66,5.54,8.33,-1.0,6.33,0.0,50.0,50.0,2020,RB,Justice Hill,BAL,12,12,0,0,0,0.7,8.0
283,283,123,17965,C. Prosise,28.1,19,1.9,0,5,5,18,6.66,6.94,70.0,1.71,30.0,2.33,6.6,20.0,20.0,60.0,2020,RB,C.J. Prosise,HOU,10,10,1,1,1,0.8,7.7
284,284,114,19996,J. Samuels,26.0,28,3.11,0,14,9,46,11.61,6.51,66.66,3.16,33.33,3.0,6.33,11.11,11.11,77.77,2020,RB,Jaylen Samuels,PIT,14,9,0,0,0,0.5,7.4
285,285,129,13418,A. Sherman,33.6,8,2.7,0,2,1,5,11.4,4.0,0.0,0,100.0,2.7,8.0,66.7,33.3,0.0,2020,RB,Anthony Sherman,KC,13,3,1,0,0,0.6,7.3
286,286,130,21782,J. Ward,24.8,0,0.0,0,1,1,11,0.1,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Jonathan Ward,ARI,14,0,1,0,0,0.5,7.1
287,287,134,20318,B. Howell,26.3,64,4.0,0,2,1,3,4.85,6.22,87.5,4.35,12.5,1.5,6.37,0.0,37.5,62.5,2020,RB,Buddy Howell,HOU,14,16,0,0,0,0.5,6.7
288,288,125,15126,T. Riddick,31.2,14,2.33,0,6,5,43,15.82,10.61,66.66,2.0,33.33,3.0,6.16,16.66,16.66,66.66,2020,RB,Theo Riddick,LV,4,6,0,0,0,1.4,5.7
289,289,128,18998,M. Mack,26.3,26,6.5,0,3,3,30,15.94,18.91,75.0,9.66,25.0,-3.0,7.5,25.0,75.0,0.0,2020,RB,Marlon Mack,IND,1,4,0,0,0,5.6,5.6
290,290,135,20566,D. Hilliard,27.4,48,5.33,0,1,1,2,5.75,5.84,22.22,4.5,77.77,5.57,6.88,22.22,44.44,33.33,2020,RB,Dontrell Hilliard,HOU,7,9,0,0,0,0.7,5.0
291,291,131,20040,T. Cannon,28.0,33,3.3,0,3,3,16,4.13,3.89,40.0,4.25,60.0,2.66,6.8,10.0,60.0,30.0,2020,RB,Trenton Cannon,CAR,14,10,0,0,0,0.4,4.9
292,292,127,16928,M. Burton,30.4,18,2.6,0,4,4,28,21.9,5.1,0.0,0,100.0,2.6,7.43,57.1,28.6,14.3,2020,RB,Michael Burton,NO,15,7,0,0,0,0.3,4.6
293,293,120,20904,D. Ozigbo,25.8,1,1.0,0,9,9,42,4.57,5.1,0.0,0.0,100.0,1.0,8.0,100.0,0.0,0.0,2020,RB,Devine Ozigbo,JAX,8,1,0,0,0,0.5,4.3
294,294,132,21310,K. Blasingame,26.0,0,0.0,0,5,4,39,14.22,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Khari Blasingame,TEN,15,0,0,0,0,0.3,3.9
295,295,136,18617,E. Penny,28.9,15,2.5,0,3,2,20,6.71,2.49,0.0,0.0,100.0,2.5,7.83,50.0,50.0,0.0,2020,RB,Elijhaa Penny,NYG,14,6,0,0,0,0.2,3.5
296,296,141,19799,R. Penny,26.4,34,3.09,0,0,0,0,19.55,14.86,72.72,3.5,27.27,2.0,6.36,0.0,36.36,63.63,2020,RB,Rashaad Penny,SEA,3,11,0,0,0,1.1,3.4
297,297,142,20012,B. Scarbrough,25.8,31,5.16,0,0,0,0,19.35,23.07,16.66,0.0,83.33,6.2,7.0,16.66,66.66,16.66,2020,RB,Bo Scarbrough,SEA,1,6,0,0,0,3.1,3.1
298,298,139,21514,A. Walter,25.9,3,3.0,0,1,1,27,4.36,1.75,100.0,3.0,0.0,0.0,6.0,0.0,0.0,100.0,2020,RB,Austin Walter,SF,4,1,0,0,0,0.8,3.0
299,299,133,19072,A. Armah,28.1,9,1.5,0,9,5,18,13.9,5.0,0.0,0,100.0,1.5,7.83,83.3,16.7,0.0,2020,RB,Alex Armah,CAR,16,6,0,0,0,0.2,2.7
300,300,148,21952,R. Dowdle,24.5,24,3.42,0,0,0,0,1.45,1.62,28.57,4.0,71.42,3.2,7.28,28.57,71.42,0.0,2020,RB,Rico Dowdle,DAL,15,7,0,0,0,0.2,2.4
301,301,143,21764,J. Huntley,24.2,19,3.8,0,2,1,0,9.46,6.42,40.0,6.5,60.0,2.0,6.4,0.0,40.0,60.0,2020,RB,Jason Huntley,PHI,5,5,0,0,0,0.4,1.9
302,302,140,18093,A. Janovich,29.1,4,2.0,0,5,2,13,16.8,3.2,0.0,0,100.0,2.0,7.5,50.0,50.0,0.0,2020,RB,Andy Janovich,CLE,14,2,0,0,0,0.1,1.7
303,303,146,21856,S. Phillips,24.7,9,4.5,0,1,1,7,1.08,1.8,50.0,4.0,50.0,5.0,6.5,0.0,50.0,50.0,2020,RB,Scottie Phillips,HOU,8,2,0,0,0,0.2,1.6
304,304,145,21846,L. Bellamy,25.6,11,2.75,0,1,1,5,2.3,3.73,50.0,1.5,50.0,4.0,6.0,0.0,0.0,100.0,2020,RB,Levante Bellamy,DEN,5,4,0,0,0,0.3,1.6
305,305,151,18152,D. Washington,28.2,15,1.87,0,0,0,0,1.35,2.22,0.0,0.0,100.0,1.87,7.25,50.0,37.5,12.5,2020,RB,Dwayne Washington,NO,11,8,0,0,0,0.1,1.5
306,306,147,12787,N. Bellore,33.2,5,5.0,0,1,1,9,8.3,3.2,100.0,5.0,0.0,0,6.0,0.0,0.0,100.0,2020,RB,Nick Bellore,SEA,16,1,0,0,0,0.1,1.4
307,307,152,21774,T. Jones Jr.,24.6,13,4.33,0,0,0,0,6.25,13.04,0.0,0.0,100.0,4.33,6.33,0.0,66.66,33.33,2020,RB,Tony Jones Jr.,NO,1,3,0,0,0,1.3,1.3
308,308,149,18253,D. Foster,28.6,2,1.0,0,1,1,7,2.94,1.11,100.0,1.0,0.0,0.0,6.5,0.0,50.0,50.0,2020,RB,D.J. Foster,ARI,10,2,0,0,0,0.1,0.9
309,309,153,16441,S. Perry,30.8,9,4.5,0,0,0,0,0.63,0.82,0.0,0.0,100.0,4.5,7.0,0.0,100.0,0.0,2020,RB,Senorise Perry,TEN,7,2,0,0,0,0.1,0.9
310,310,154,20984,D. Williams,25.5,8,4.0,0,0,0,0,3.2,2.02,50.0,5.0,50.0,3.0,6.5,0.0,50.0,50.0,2020,RB,Dexter Williams,GB,3,2,0,0,0,0.3,0.8
311,311,150,21564,C. Reynolds,26.1,4,4.0,0,1,1,3,2.58,3.92,100.0,4.0,0.0,0.0,6.0,0.0,0.0,100.0,2020,RB,Craig Reynolds,JAX,2,1,0,0,0,0.4,0.7
312,312,138,18073,J. Williams,28.4,5,5.0,0,4,4,21,7.66,3.52,0.0,0.0,100.0,5.0,7.0,0.0,100.0,0.0,2020,RB,Jonathan Williams,DET,5,1,0,1,1,0.1,0.6
313,313,144,13791,L. Miller,31.2,0,0.0,0,2,2,6,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Lamar Miller,WAS,1,0,0,0,0,0.6,0.6
314,314,155,21549,T. Brooks-James,27.6,4,1.33,0,0,0,0,8.33,8.82,33.33,2.0,66.66,1.0,7.0,33.33,33.33,33.33,2020,RB,Tony Brooks-James,ATL,1,3,0,0,0,0.4,0.4
315,315,156,20900,Q. Ollison,25.8,3,3.0,0,0,0,0,4.45,1.07,100.0,3.0,0.0,0.0,7.0,0.0,100.0,0.0,2020,RB,Qadree Ollison,ATL,3,1,0,0,0,0.1,0.3
316,316,169,22441,N. Cottrell,25.9,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Nathan Cottrell,JAX,8,0,0,0,0,0.0,0.0
317,317,157,13063,T. Jones,33.9,0,0.0,0,2,0,0,0.35,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Taiwan Jones,BUF,13,0,0,0,0,0.0,0.0
318,318,166,21839,X. Jones,24.9,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Xavier Jones,LAR,13,0,0,0,0,0.0,0.0
319,319,167,21855,R. Calais,24.3,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Raymond Calais,LAR,4,0,0,0,0,0.0,0.0
320,320,165,21826,D. Bradwell,25.1,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Darius Bradwell,LAC,2,0,0,0,0,0.0,0.0
321,321,158,15185,K. Barner,33.2,0,0.0,0,1,0,0,1.29,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Kenjon Barner,TB,6,0,0,0,0,0.0,0.0
322,322,160,19599,T. Edmunds,27.5,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Trey Edmunds,PIT,4,0,0,0,0,0.0,0.0
323,323,162,21177,J. Cox,25.9,0,0.0,0,0,0,0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Jeremy Cox,DEN,7,0,0,0,0,0.0,0.0
324,324,168,21971,S. Olonilua,24.6,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Sewo Olonilua,DAL,2,0,0,0,0,0.0,0.0
325,325,161,20809,E. Holyfield,24.6,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Elijah Holyfield,PHI,1,0,0,0,0,0.0,0.0
326,326,159,18070,W. Smallwood,28.5,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Wendell Smallwood,PIT,1,0,0,0,0,0.0,0.0
327,327,163,21787,J. Leake,23.9,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Javon Leake,WAS,1,0,0,0,0,0.0,0.0
328,328,164,21793,M. Warren II,23.6,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,RB,Mike Warren II,WAS,1,0,0,0,0,0.0,0.0
329,329,1,18877,C. McCaffrey,26.1,1387,4.8,15,143,116,1005,98.4,91.5,47.0,3.7,53.3,5.8,6.4,13.6,32.1,53.0,2019,RB,Christian McCaffrey,CAR,16,287,4,1,0,22.2,355.2
330,330,5,17959,D. Henry,28.5,1539,5.1,16,25,18,206,66.9,81.4,19.1,4.2,80.9,5.2,6.8,22.4,39.9,36.3,2019,RB,Derrick Henry,TEN,15,303,2,5,3,18.4,276.6
331,331,2,19045,A. Jones,27.6,1084,4.6,16,69,49,474,62.6,62.2,30.5,5.7,69.5,4.2,6.66,11.9,47.9,39.0,2019,RB,Aaron Jones,GB,16,236,3,3,2,16.6,265.8
332,332,3,17923,E. Elliott,27.0,1357,4.5,12,72,54,419,84.3,77.5,33.2,4.3,66.8,4.5,6.7,15.6,41.5,42.9,2019,RB,Ezekiel Elliott,DAL,16,301,2,3,2,16.1,257.7
333,333,6,18872,D. Cook,26.9,1135,4.5,13,63,53,519,68.1,63.1,8.4,3.5,91.6,4.6,6.89,23.2,46.4,29.2,2019,RB,Dalvin Cook,MIN,14,250,0,4,2,17.1,239.4
334,334,8,19798,N. Chubb,26.5,1494,5.0,8,50,36,278,71.0,73.3,42.6,6.0,59.4,4.3,6.83,18.1,42.6,40.6,2019,RB,Nick Chubb,CLE,16,298,0,3,3,13.7,219.2
335,335,4,19562,A. Ekeler,27.1,557,4.2,3,108,92,993,57.1,46.0,50.0,4.5,50.0,4.0,6.3,9.8,26.5,62.1,2019,RB,Austin Ekeler,LAC,16,132,8,3,2,13.6,217.0
336,336,11,13337,M. Ingram II,32.5,1013,5.0,10,30,26,247,49.8,54.9,94.5,5.3,7.0,1.2,6.67,18.4,37.3,43.8,2019,RB,Mark Ingram II,BAL,15,202,5,2,2,14.4,216.5
337,337,12,19119,C. Carson,27.8,1231,4.4,7,46,37,267,73.9,71.5,58.6,4.2,41.0,4.8,6.68,16.5,38.1,45.0,2019,RB,Chris Carson,SEA,15,278,2,7,4,13.0,195.6
338,338,10,19766,S. Barkley,25.4,1003,4.6,6,73,52,438,88.1,88.7,47.0,5.5,52.5,3.9,6.83,21.2,42.9,35.5,2019,RB,Saquon Barkley,NYG,13,217,2,1,0,14.8,192.1
339,339,13,18858,J. Mixon,26.0,1138,4.1,5,45,35,287,62.2,77.1,48.2,4.6,51.8,3.6,6.64,18.7,39.6,41.0,2019,RB,Joe Mixon,CIN,16,278,3,0,0,11.9,190.4
340,340,14,16771,T. Gurley II,27.9,857,3.8,12,50,31,207,76.0,72.4,7.6,3.6,92.4,3.9,6.78,20.2,42.6,37.2,2019,RB,Todd Gurley II,LAR,15,223,2,3,2,12.6,188.4
341,341,7,18803,L. Fournette,27.5,1152,4.3,3,100,76,522,91.7,90.1,23.0,3.5,77.4,4.6,7.09,32.1,38.9,28.7,2019,RB,Leonard Fournette,JAX,15,265,0,1,1,12.2,183.4
342,342,21,20824,J. Jacobs,24.4,1150,4.8,7,28,20,166,54.8,64.6,16.1,3.8,84.3,4.9,6.7,20.2,33.1,46.3,2019,RB,Josh Jacobs,LV,13,242,0,1,1,13.2,171.6
343,343,15,20933,M. Sanders,25.2,818,4.6,3,63,50,509,53.7,48.4,60.3,5.1,40.2,3.9,6.47,9.5,33.0,57.5,2019,RB,Miles Sanders,PHI,16,179,3,2,1,10.5,168.7
344,344,9,18878,A. Kamara,27.0,797,4.7,5,97,81,533,69.2,66.0,24.0,5.9,76.0,4.3,6.56,19.3,33.9,45.0,2019,RB,Alvin Kamara,NO,14,171,1,4,1,12.0,167.52
345,345,23,18998,M. Mack,26.3,1091,4.4,8,17,14,82,55.5,62.9,43.7,4.5,56.7,4.4,6.74,17.4,38.5,44.1,2019,RB,Marlon Mack,IND,14,247,0,0,0,12.0,167.3
346,346,17,18003,K. Drake,28.4,817,4.8,8,68,50,345,72.4,69.4,70.6,5.3,30.0,3.5,6.47,15.3,30.0,55.3,2019,RB,Kenyan Drake,ARI,14,170,0,2,1,11.7,164.2
347,347,18,20128,P. Lindsay,28.0,1011,4.5,7,48,35,196,53.5,56.2,28.6,5.1,71.9,4.3,6.92,25.0,43.8,30.8,2019,RB,Phillip Lindsay,DEN,16,224,0,0,0,10.2,162.7
348,348,25,17217,R. Mostert,30.2,772,5.6,8,22,14,180,36.4,32.2,25.5,5.2,74.5,5.8,6.67,29.9,29.2,40.1,2019,RB,Raheem Mostert,SF,16,137,2,2,2,9.4,151.2
349,349,16,14967,L. Bell,30.4,789,3.2,3,78,66,461,87.2,76.8,42.7,3.3,57.3,3.1,6.78,21.5,37.8,40.7,2019,RB,Le'Veon Bell,NYJ,15,245,1,1,1,9.9,149.0
350,350,24,20882,D. Montgomery,25.1,889,3.7,6,35,25,185,57.9,58.4,50.8,4.0,49.2,3.3,6.54,14.5,33.5,51.7,2019,RB,David Montgomery,CHI,16,242,1,2,2,9.1,145.4
351,351,30,16668,C. Hyde,31.8,1070,4.4,6,16,10,42,51.8,62.0,64.9,4.6,35.1,4.0,6.53,11.8,40.0,46.5,2019,RB,Carlos Hyde,HOU,16,245,0,4,2,9.0,143.2
352,352,31,19828,S. Michel,27.4,914,3.7,7,20,12,94,38.2,47.2,10.9,3.4,89.1,3.7,6.93,21.9,47.0,31.2,2019,RB,Sony Michel,NE,16,247,0,2,1,8.8,140.6
353,353,22,16776,M. Gordon III,29.2,612,3.8,8,55,42,296,55.6,54.7,38.3,4.1,61.1,3.6,6.54,14.8,23.5,61.1,2019,RB,Melvin Gordon III,LAC,12,162,1,4,3,11.6,138.8
354,354,19,16524,D. Freeman,30.3,656,3.6,2,70,59,410,67.5,67.4,21.7,4.1,77.7,3.3,6.69,19.6,47.8,29.9,2019,RB,Devonta Freeman,ATL,14,184,4,3,2,9.9,138.6
355,355,26,19861,R. Jones II,24.9,724,4.2,6,41,31,309,37.5,46.9,15.1,4.9,84.9,4.1,7.04,30.8,39.5,29.7,2019,RB,Ronald Jones II,TB,16,172,0,3,2,8.5,135.3
356,356,33,4807,A. Peterson,37.3,898,4.3,5,23,17,142,48.5,59.4,20.4,3.6,80.1,4.4,6.91,16.1,51.7,32.7,2019,RB,Adrian Peterson,WAS,15,211,0,3,2,8.7,130.0
357,357,20,16056,J. White,30.4,263,3.9,1,95,72,645,44.1,30.4,52.2,3.4,50.7,4.3,6.24,1.5,17.9,83.6,2019,RB,James White,NE,15,67,5,1,1,8.5,128.2
358,358,28,15071,L. Murray,32.5,637,4.4,5,43,34,235,40.2,38.8,8.9,6.0,91.1,4.2,7.16,35.6,43.8,19.9,2019,RB,Latavius Murray,NO,16,146,1,0,0,7.7,123.2
359,359,32,20941,D. Singletary,24.8,775,5.1,2,42,29,194,69.3,59.4,44.4,4.1,57.0,6.0,6.5,7.3,37.7,55.6,2019,RB,Devin Singletary,BUF,12,151,2,4,1,9.9,118.9
360,360,39,16834,T. Coleman,29.2,544,4.0,6,30,21,180,41.6,37.5,22.6,6.2,77.4,3.3,6.59,21.2,27.0,51.1,2019,RB,Tevin Coleman,SF,14,137,1,0,0,8.2,114.4
361,361,35,18983,J. Conner,27.2,464,4.0,4,39,34,251,54.0,57.8,69.0,4.2,31.0,3.6,6.93,27.6,44.8,26.7,2019,RB,James Conner,PIT,10,116,3,1,1,11.2,111.5
362,362,38,16031,D. Williams,30.3,498,4.5,5,37,30,213,51.9,52.1,53.2,3.9,46.8,5.2,6.03,11.7,23.4,60.4,2019,RB,Damien Williams,KC,11,111,2,1,1,10.1,111.1
363,363,29,16838,D. Johnson,28.8,410,4.9,2,62,44,410,49.0,34.4,60.2,5.3,39.8,4.4,6.13,7.2,25.3,65.1,2019,RB,Duke Johnson,HOU,16,83,3,1,1,6.9,110.0
