Rank,PlayerID,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
212,18058,Tajaé Sharpe,MIN,WR,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,21714,K.J. Osborn,MIN,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
212,22345,Dan Chisena,MIN,WR,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,21178,Jason Moore Jr.,LAC,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,18896,Cyril Grayson Jr.,TB,WR,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,20684,Malik Turner,DAL,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,18241,Johnny Holton,NYG,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,21072,Keelan Doss,LV,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,21056,Hakeem Butler,PHI,WR,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,21708,Reggie Begelton,GB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,16768,Kevin White,SF,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,18971,Taywan Taylor,CLE,WR,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,19980,Deon Cain,PIT,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,20079,Trey Quinn,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,21294,Alex Bachman,NYG,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,18343,Marken Michel,CAR,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,20328,Jeff Badet,WAS,WR,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,22090,Tony Brown,WAS,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,18666,Duke Williams,BUF,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,19671,Fred Brown,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,21967,Isaiah Coulter,HOU,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,22339,Kirk Merritt,MIA,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,22417,Kristian Wilkerson,NE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,21115,Juwann Winfree,GB,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,22340,Matt Cole,SF,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,20886,Stanley Morgan,CIN,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,15215,Tavon Austin,GB,WR,4,5,5,100,20,0,7,4,4,0,0,0,0,1,1,0,0
212,22177,Chris Rowland,ATL,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,20477,Derrick Willies,CLE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,11565,Andre Roberts,BUF,WR,15,5,4,80,34,0,16,6.8,8.5,1,-3,-3,0,3,2,-0.1,-0.9
246,17218,DeAndre Carter,CHI,WR,13,2,1,50,8,0,8,4,8,0,0,0,0,2,1,-0.1,-1.2
247,18992,Dede Westbrook,JAX,WR,2,1,1,100,4,0,4,4,4,0,0,0,0,1,1,-0.8,-1.6
248,21295,Nsimba Webster,LAR,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-0.1,-2
248,13117,Dwayne Harris,CHI,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.7,-2
250,22213,Kendall Hinton,DEN,WR,1,0,0,0,0,0,0,0,0,2,7,3.5,0,0,0,-2.8,-2.78
